carat,volume,depth,table
0.8426149773176358,10.616247830566127,64.9,7.3484692283495345
0.9486832980505138,11.944620211626654,61.0,7.681145747868608
0.7549834435270749,9.65513852826566,62.1,7.483314773547883
0.714142842854285,9.076752723303638,62.5,7.745966692414834
1.0908712114635717,14.022633133616525,62.3,7.416198487095663
0.5830951894845301,7.548346573919351,62.7,7.416198487095663
0.5744562646538028,7.308083196023428,62.1,7.615773105863909
0.8426149773176358,10.825755955128493,60.2,7.615773105863909
0.6557438524302001,8.41882640277135,59.9,7.810249675906654
1.0099504938362078,12.705954509599032,62.0,7.745966692414834
0.848528137423857,10.88994696956785,61.4,7.54983443527075
1.004987562112089,12.79010555077635,59.3,7.745966692414834
1.0535653752852738,13.306507956635354,60.3,7.745966692414834
0.7071067811865476,8.998287337043644,62.1,7.483314773547883
1.004987562112089,13.035711142856764,61.6,7.615773105863909
1.4142135623730951,18.14611922698625,61.8,7.54983443527075
0.9055385138137416,11.807239812928335,59.8,7.483314773547883
1.2449899597988732,15.791308495498402,61.7,7.54983443527075
0.9848857801796104,12.576945575138664,60.1,8.009940443923098
0.5830951894845301,7.571731638139323,61.9,7.416198487095663
1.0,12.57843726382574,61.9,7.874007874011811
1.004987562112089,12.897906109132595,62.7,7.681145747868608
1.004987562112089,12.77587726929153,62.8,7.681145747868608
0.9486832980505138,12.072813590874333,62.8,7.416198487095663
0.6164414002968976,7.936852650767809,61.3,7.54983443527075
1.014889156509222,13.047243770237452,60.9,7.54983443527075
0.5567764362830022,7.170294275690504,61.2,7.681145747868608
1.004987562112089,12.72192485436068,62.2,7.681145747868608
1.2328828005937953,15.907528217796754,61.8,7.3484692283495345
0.8944271909999159,11.551984374989434,59.4,7.615773105863909
1.1916375287812984,15.159023550347824,62.3,7.615773105863909
0.9486832980505138,12.040811600552514,61.3,7.615773105863909
0.5744562646538028,7.388531653853829,60.7,7.54983443527075
0.5477225575051661,6.935760376483605,61.1,7.681145747868608
0.6082762530298219,7.795761348322562,63.7,7.416198487095663
0.5567764362830022,7.147249470950347,63.8,7.54983443527075
1.0,12.485541638230998,64.3,7.615773105863909
0.7348469228349535,9.46564482748006,61.0,7.681145747868608
0.848528137423857,10.89254433087146,61.9,7.54983443527075
1.0488088481701516,13.492802525791298,61.1,7.54983443527075
0.5916079783099616,7.632126571277496,62.0,7.483314773547883
0.714142842854285,9.18374825438938,61.7,7.483314773547883
0.6403124237432849,8.206546167542104,62.1,7.615773105863909
0.8366600265340756,10.555004926573933,61.8,7.615773105863909
1.014889156509222,12.949871041828947,62.8,7.355270219373317
1.104536101718726,14.023779804318092,58.3,7.810249675906654
0.8602325267042626,10.91546279367027,62.8,7.3484692283495345
0.7071067811865476,8.991198863332965,62.8,7.615773105863909
0.4795831523312719,6.11769368308025,63.8,7.54983443527075
0.8426149773176358,10.750367435580982,61.4,7.681145747868608
0.6244997998398398,8.145428165541698,60.9,7.416198487095663
0.812403840463596,10.448540567945363,62.7,7.416198487095663
0.5477225575051661,7.119309727775581,59.9,7.483314773547883
0.5744562646538028,7.363640404039295,60.9,7.54983443527075
0.648074069840786,8.341492552295422,62.9,7.3484692283495345
1.0488088481701516,13.446634076972572,62.2,7.681145747868608
0.7071067811865476,9.033784090844769,62.0,7.483314773547883
1.4142135623730951,18.14611922698625,58.5,7.745966692414834
0.714142842854285,9.167839440129828,62.4,7.416198487095663
1.004987562112089,12.75935833026097,61.5,7.810249675906654
1.131370849898476,14.372373499182382,62.5,7.681145747868608
1.014889156509222,12.901311483721337,61.3,7.810249675906654
1.3038404810405295,16.784312675829177,58.0,7.745966692414834
